variable,step,rmse_score,mean_score,std_score
specific_humidity-level200,-12,2.684714613047966,1.0102693566854803,1.001598640191503
specific_humidity-level200,-6,2.142727396230166,1.0102320528136202,1.0019175842557337
specific_humidity-level200,0,2.4281161959117776,0.8185213240645551,0.904870976040155
specific_humidity-level200,1,2.411468880667914,0.8430959902611438,0.9828565119592816
specific_humidity-level200,2,2.3614988011704994,0.8554526565161115,1.0222860844489534
specific_humidity-level200,3,2.238740798076281,0.8884434911914726,0.983287674887026
specific_humidity-level200,4,2.1597914302945407,0.8970831846230141,0.9334011388985135
specific_humidity-level200,5,2.1648109218240466,0.8898830877357118,0.885441296254485
specific_humidity-level200,6,2.1154922944261356,0.8965926777374886,0.9246328806739484
specific_humidity-level200,7,2.082113694558211,0.9180118411428324,0.9062040366694453
specific_humidity-level200,8,1.962576821537687,0.9532574725635128,0.9591819154611131
specific_humidity-level200,9,1.8858283876826092,0.9321606713285867,0.9266475397037383
specific_humidity-level200,10,1.8334343878232064,0.936154191948042,0.8831174820495409
specific_humidity-level200,11,1.7557427368470204,0.9303794964942471,0.9051433972777878
specific_humidity-level200,12,1.6254820353875314,0.9626282321065636,1.0081170510295436
specific_humidity-level200,13,1.31889709987177,0.986848542011729,1.018611831389318
specific_humidity-level200,14,1.2334592226127512,0.9946230507751457,0.968874411162379
specific_humidity-level200,15,1.0328279593901355,0.9762117176391465,0.9739618452823802
specific_humidity-level200,16,1.0,1.0,1.0
specific_humidity-level250,-12,2.8209051967944543,1.0112059028920566,1.0058415122655584
specific_humidity-level250,-6,2.1973118289544638,1.0111822434151638,1.0060248599765933
specific_humidity-level250,0,2.2265982900987984,0.8898298838427044,1.001476573719373
specific_humidity-level250,1,2.223292508742098,0.8395300102988896,0.979439216336668
specific_humidity-level250,2,2.110051924732053,0.8893082100182457,0.9779792699115444
specific_humidity-level250,3,2.047685083783404,0.9151027104344838,0.9748079452214493
specific_humidity-level250,4,2.0236049953757798,0.9080299660872398,0.9352822978370952
specific_humidity-level250,5,1.9796902241130472,0.9268965786047693,0.8753340321363937
specific_humidity-level250,6,1.9839660221918598,0.9185899213065802,0.9011856841093717
specific_humidity-level250,7,1.9356381095687258,0.9336252138046225,0.8896071281524207
specific_humidity-level250,8,1.750633406656714,0.9827468864665102,0.9955298449904275
specific_humidity-level250,9,1.7145643582354724,0.969821733285496,1.0090043591242552
specific_humidity-level250,10,1.6338954778176509,0.9732573755751509,1.0021813857107331
specific_humidity-level250,11,1.6311439597614201,0.9197066188360994,0.9338575209184098
specific_humidity-level250,12,1.3973347477915046,0.9963870968354952,0.9542257769387997
specific_humidity-level250,13,1.265976298036245,0.9831490896398358,0.9798975210128482
specific_humidity-level250,14,1.2153136434649867,1.0002549958599978,0.9958001415210513
specific_humidity-level250,15,1.1137759099185396,0.995622222345063,1.0305214623095862
specific_humidity-level250,16,1.0,1.0,1.0
specific_humidity-level300,-12,3.0268356293972456,1.010231533219554,1.003529121367032
specific_humidity-level300,-6,2.286170376295469,1.0102004528919737,1.003749084751019
specific_humidity-level300,0,2.752664520032924,0.7408675144147681,0.8460016956115448
specific_humidity-level300,1,2.6231981453280686,0.768161455595103,0.7440616709472985
specific_humidity-level300,2,2.4730173455881057,0.7996781682859471,0.7647270474391263
specific_humidity-level300,3,2.3747087796935404,0.8254728200311453,0.8009617559873415
specific_humidity-level300,4,2.2709295714482156,0.8396481012094769,0.7930024863134438
specific_humidity-level300,5,2.233197985604345,0.8588659879331753,0.788699354477508
specific_humidity-level300,6,2.138629023803721,0.8608717279958364,0.77796008770688
specific_humidity-level300,7,2.09900162186276,0.8604444158533936,0.8234665269267772
specific_humidity-level300,8,1.8784523458194688,0.8968838231772651,0.9118403614075296
specific_humidity-level300,9,1.7912800469119288,0.9093997096888443,0.9139656059168758
specific_humidity-level300,10,1.8234405457177782,0.9078060510222629,0.9113623424342853
specific_humidity-level300,11,1.7245518872373815,0.9257316422252966,0.9028348425605902
specific_humidity-level300,12,1.469463187018789,0.9586960439066663,0.9697640294683845
specific_humidity-level300,13,1.1743675397795263,0.9640310426630617,1.0234363464050558
specific_humidity-level300,14,1.0917154674803904,0.9777620506678969,0.9915024830162499
specific_humidity-level300,15,1.021654001858381,0.9842204727435908,0.9770268453052409
specific_humidity-level300,16,1.0,1.0,1.0
specific_humidity-level400,-12,3.3625950044121145,1.0064287312190345,1.0082049093969558
specific_humidity-level400,-6,2.4860398393323324,1.0064305166889507,1.0081913727257978
specific_humidity-level400,0,2.7974218153023327,0.7204390181783643,0.8122268557293173
specific_humidity-level400,1,2.638478953614401,0.7553091524119934,0.7638632511689187
specific_humidity-level400,2,2.6052860029872646,0.766461974131635,0.7675795397756494
specific_humidity-level400,3,2.499159913229749,0.7869180571191987,0.7781879918175246
specific_humidity-level400,4,2.378072251377277,0.8123607999245349,0.7668022470747247
specific_humidity-level400,5,2.3148831983043827,0.8226664266085384,0.7894088280763599
specific_humidity-level400,6,2.1918196329860127,0.8257799622368437,0.7766764139679168
specific_humidity-level400,7,2.0848444319915287,0.8344000531051525,0.8053851600474261
specific_humidity-level400,8,1.763885003325508,0.892523775860393,0.8514013715534472
specific_humidity-level400,9,1.6525175433536428,0.8967418534708236,0.9164239667785294
specific_humidity-level400,10,1.621582883494644,0.9075994268157821,0.9179316636640452
specific_humidity-level400,11,1.547589038047238,0.9191129112772337,0.9187044285753013
specific_humidity-level400,12,1.4820998407878416,0.9471961713677968,0.9596453546175241
specific_humidity-level400,13,1.1293701069193662,0.9661557863758639,0.987743894818889
specific_humidity-level400,14,1.1280642060412511,0.9739809511083535,0.9683878780831879
specific_humidity-level400,15,1.0711708725186049,0.9937399602237258,0.9634136727571839
specific_humidity-level400,16,1.0,1.0,1.0
specific_humidity-level50,-12,3.5485106039082823,1.000294630361999,0.9980747415139661
specific_humidity-level50,-6,2.262979017441455,1.0003023993910423,0.9982984298014114
specific_humidity-level50,0,2.834554051169957,0.9982541284522769,0.920234038758181
specific_humidity-level50,1,3.1714466255449008,0.9972255592643943,0.9069146032960219
specific_humidity-level50,2,3.3577122909932555,0.9974333109295034,0.9002557306945098
specific_humidity-level50,3,3.199602673593207,0.9983534070171247,0.8913129835620565
specific_humidity-level50,4,3.189907776955936,0.9986390819833506,0.8907490787450989
specific_humidity-level50,5,3.2097839743729395,0.9982260127313494,0.8891267038457374
specific_humidity-level50,6,3.300772869663786,0.9992911946343414,0.8837555126317951
specific_humidity-level50,7,3.151660979785941,0.9977556878947906,0.8944632404997306
specific_humidity-level50,8,3.249380595783579,0.9983021674151003,0.8894115214482846
specific_humidity-level50,9,3.1255466149785276,0.9985796517796318,0.8876835010786871
specific_humidity-level50,10,3.0821112935102204,0.9986851490794391,0.888886805760255
specific_humidity-level50,11,2.937763363129933,0.998611326159023,0.90383870903584
specific_humidity-level50,12,2.417588786558536,0.9992955838489045,0.9186962245521543
specific_humidity-level50,13,1.6933712229349864,0.9977717164900654,0.9892723969689625
specific_humidity-level50,14,1.468656678041054,0.9976440376772603,0.9911527115880875
specific_humidity-level50,15,1.3402335105889245,0.9993533269889971,0.9832136169842182
specific_humidity-level50,16,1.0,1.0,1.0
specific_humidity-level500,-12,3.616031684848453,1.006060812575562,1.0083134287307107
specific_humidity-level500,-6,2.656605995660242,1.0060418178602109,1.0085029702006254
specific_humidity-level500,0,2.8466553157124013,0.7687466235123531,0.8241338034327359
specific_humidity-level500,1,2.7728489444784303,0.7927777059646509,0.7779593625189485
specific_humidity-level500,2,2.780672021457624,0.7929595035426139,0.7732780199338473
specific_humidity-level500,3,2.7122523077196448,0.7956509709272865,0.8024620483668216
specific_humidity-level500,4,2.596348609465405,0.8092637745729153,0.8100404156480017
specific_humidity-level500,5,2.44767018824704,0.8313003180783702,0.8469219852117791
specific_humidity-level500,6,2.3317275389738983,0.8364276516838264,0.8599442092252764
specific_humidity-level500,7,2.191923428651728,0.8495652654186513,0.9032728529920168
specific_humidity-level500,8,1.9470785775494612,0.872481711402224,0.8939283111086469
specific_humidity-level500,9,1.777075421583853,0.9038179186733956,0.9160092400167703
specific_humidity-level500,10,1.59187720757706,0.9245987607273972,0.9271687611750912
specific_humidity-level500,11,1.5375285493095892,0.9287795200000727,0.9362910756626708
specific_humidity-level500,12,1.310874706431932,0.9555960521041375,0.9801702277607478
specific_humidity-level500,13,1.140156369644706,0.9829321972053764,0.995897639906366
specific_humidity-level500,14,1.116572445562264,0.9886539100895493,0.9970464276556513
specific_humidity-level500,15,1.1010313100369276,0.9906443080033893,0.9837617114483863
specific_humidity-level500,16,1.0,1.0,1.0
specific_humidity-level600,-12,3.7968809924383913,1.002507434011497,1.0046717503879692
specific_humidity-level600,-6,2.7902834800212477,1.00249034616191,1.0048483671521515
specific_humidity-level600,0,2.9500027762599723,0.8097181046224717,0.8312654365836649
specific_humidity-level600,1,2.709418753503811,0.8620542273766968,0.8468655367675287
specific_humidity-level600,2,2.6470732809666253,0.8762920697157441,0.8479979147471353
specific_humidity-level600,3,2.560196008649825,0.8894682257723097,0.8481159559929884
specific_humidity-level600,4,2.3963716193366214,0.8982963016067773,0.8712097643364425
specific_humidity-level600,5,2.261897908846464,0.9178050815626755,0.9014313572532475
specific_humidity-level600,6,2.186881753279472,0.9172969424383962,0.9099184599282307
specific_humidity-level600,7,2.1077709387734043,0.9233103475395298,0.9151551102321277
specific_humidity-level600,8,1.913567551890875,0.9292675758549612,0.9412335695876418
specific_humidity-level600,9,1.824658569376569,0.9213895051838947,0.9391866202642372
specific_humidity-level600,10,1.7103911960726101,0.9426254327884737,0.9575116425336342
specific_humidity-level600,11,1.6513731400833611,0.9535919693364179,0.9726007674015137
specific_humidity-level600,12,1.2980117386032413,0.9756443738158272,0.963023999049751
specific_humidity-level600,13,1.2531166133993108,0.9947230348882543,0.9794035101247978
specific_humidity-level600,14,1.0274407162834402,0.9985364596592002,0.9992260906472934
specific_humidity-level600,15,1.016979388371778,0.9890773404053433,0.995601848232665
specific_humidity-level600,16,1.0,1.0,1.0
specific_humidity-level700,-12,3.834093142212426,1.0015150704829519,0.9993853661761322
specific_humidity-level700,-6,2.82426583218504,1.0015254417379025,0.9992877419135261
specific_humidity-level700,0,2.6775453190646865,0.8630548872800409,0.8757622646542783
specific_humidity-level700,1,2.5573675114435854,0.884346107583434,0.9232410245131119
specific_humidity-level700,2,2.4579963418636708,0.9071503211546111,0.94601300597434
specific_humidity-level700,3,2.373961645183159,0.9222957655068476,0.9569235272040945
specific_humidity-level700,4,2.2561433662150807,0.9281166646646531,0.9601619362099596
specific_humidity-level700,5,2.21609653783315,0.9328503824074434,0.9677494655421219
specific_humidity-level700,6,2.0750682191630037,0.948677677311042,0.9522373285776595
specific_humidity-level700,7,2.0401710680260194,0.948262140491448,0.957291912117942
specific_humidity-level700,8,1.925500387008331,0.9384624391822418,0.986635544276104
specific_humidity-level700,9,1.7757277558173115,0.9448792496642551,0.9644586204663113
specific_humidity-level700,10,1.6650695754916067,0.9663968318383014,0.9952229658617229
specific_humidity-level700,11,1.433469708466039,0.9565611530757454,0.9700553082443201
specific_humidity-level700,12,1.3607900495761585,0.9778552724840773,0.9898281258870316
specific_humidity-level700,13,1.3160984307639287,0.974338039791495,0.9953531640226193
specific_humidity-level700,14,1.0960400513383195,0.9865040619477181,1.0062798050966237
specific_humidity-level700,15,1.0176250018576334,0.9950349905395481,0.996057925997673
specific_humidity-level700,16,1.0,1.0,1.0
specific_humidity-level850,-12,3.6793106977899988,1.0012465982800667,1.0030857806418148
specific_humidity-level850,-6,2.769372819828671,1.0012590069895562,1.002969998813575
specific_humidity-level850,0,2.3887381380036654,0.9851107251328393,0.9480111615898712
specific_humidity-level850,1,2.4013465615414895,0.9659594096368211,0.9343312131574171
specific_humidity-level850,2,2.332614485353122,0.9673068423223742,0.9351487632075148
specific_humidity-level850,3,2.2947776862418037,0.9623133050893117,0.9482548758878255
specific_humidity-level850,4,2.2517478899398222,0.9621687172831177,0.9525858107814423
specific_humidity-level850,5,2.1660905790111395,0.9674476866660556,0.9703750735364837
specific_humidity-level850,6,2.0395766877773234,0.9772597215104388,0.9662171396441339
specific_humidity-level850,7,1.9578544026987934,0.9734207506898962,0.9599764674809613
specific_humidity-level850,8,1.860808993436446,0.9722255013089567,0.9744411850949951
specific_humidity-level850,9,1.7205014177409235,0.9822565018967031,0.9797903830468622
specific_humidity-level850,10,1.6865024841191854,0.9837512890367903,0.9839168964422887
specific_humidity-level850,11,1.6290139421920753,0.9915070685689599,0.982378910176439
specific_humidity-level850,12,1.394850371545204,0.9964711404193605,1.0011788319043995
specific_humidity-level850,13,1.3157536935729524,0.9938137511930105,0.9935268976337266
specific_humidity-level850,14,1.22649397969424,0.9997340479442083,0.9914098258873061
specific_humidity-level850,15,1.124190331894284,0.9972491376968939,0.9905190800586873
specific_humidity-level850,16,1.0,1.0,1.0
specific_humidity-level925,-12,3.4013595399105885,1.0005911507734897,1.0022147538907902
specific_humidity-level925,-6,2.600400013728021,1.0005952970849579,1.0021639178971524
specific_humidity-level925,0,2.301996811735975,1.003682295812857,1.002312401957132
specific_humidity-level925,1,2.2366189479918837,1.0004751646030847,0.9992866655952387
specific_humidity-level925,2,2.154537351623815,0.9974383565335787,0.999220737986748
specific_humidity-level925,3,2.117692005642288,0.9988238349939895,0.9996178539936262
specific_humidity-level925,4,2.06483532014697,0.9967924752402348,0.9969031848991496
specific_humidity-level925,5,1.9970323725977903,0.9990403373583312,1.0014645061050667
specific_humidity-level925,6,1.9045114760744741,0.9961015826555217,0.9997390241151782
specific_humidity-level925,7,1.8724221794580487,0.9924200630722856,0.9932597315595131
specific_humidity-level925,8,1.8075028724089142,0.9950058713422009,0.9985576835576024
specific_humidity-level925,9,1.6872394299526081,1.0000091776618967,1.013063838919661
specific_humidity-level925,10,1.6281358095802114,1.0013009250511544,1.0016162658008787
specific_humidity-level925,11,1.5432042125893701,1.002739866946082,0.9970989730422314
specific_humidity-level925,12,1.427272686820853,1.0012288237684928,0.9972369387253938
specific_humidity-level925,13,1.359659662828146,1.0010742691708048,0.9957297891387169
specific_humidity-level925,14,1.3038391719087143,1.000777827768272,0.9972139097216561
specific_humidity-level925,15,1.1962019693462476,1.001181733173823,0.9988015551983793
specific_humidity-level925,16,1.0,1.0,1.0
temperature-level100,-12,3.376299145975676,0.9999332811066877,1.0012202185126762
temperature-level100,-6,2.3401213643980205,0.9999313624601384,1.0010252687260148
temperature-level100,0,2.7588886147742446,1.0000983261977234,0.9539869826734604
temperature-level100,1,2.7090703198991095,1.0000114413249206,0.9490729622571619
temperature-level100,2,2.6864403207827277,1.0002211711223157,0.9472678928798249
temperature-level100,3,2.6464555904366827,1.0007141013071583,0.9471330436189694
temperature-level100,4,2.6118664280146224,1.0005639015508183,0.9422644792477918
temperature-level100,5,2.5933524193559894,1.0004901665955805,0.9417831542507169
temperature-level100,6,2.5953704010435272,1.0002783943923204,0.9389936316552424
temperature-level100,7,2.5602403312394246,1.0002160311631036,0.9399563612765809
temperature-level100,8,2.5153677854276695,1.000109434212306,0.9430918599481699
temperature-level100,9,2.4508359724913253,0.9993860387364587,0.9505254332272319
temperature-level100,10,2.0917208583785007,0.9998633569929439,0.9678044211824504
temperature-level100,11,2.042036217796123,0.9998702341587989,0.9770078849704272
temperature-level100,12,1.9707213544822428,0.9991647379711056,0.9884916896496816
temperature-level100,13,2.054523872563804,0.9985148172089451,0.9921118674715629
temperature-level100,14,1.8245276395055494,0.9997497236134905,1.018325208356178
temperature-level100,15,1.5452265184102427,0.9998839631955333,1.0269719703545828
temperature-level100,16,1.0,1.0,1.0
temperature-level1000,-12,5.617043035792494,1.0000892330439761,1.003084944679652
temperature-level1000,-6,3.9246428123338974,1.000090780937072,1.002856547810434
temperature-level1000,0,3.9310691872279193,1.002042400230651,0.9779059935370449
temperature-level1000,1,3.5242804105283105,1.0016136771413295,0.9806886434422611
temperature-level1000,2,3.1576675337983087,1.0011861739777346,0.977359279765671
temperature-level1000,3,3.0612136247876474,1.0011150321664033,0.9840300643482978
temperature-level1000,4,2.9659534718076856,1.0012104510641293,0.9878659884785758
temperature-level1000,5,2.773578249958401,1.0010242987608342,0.9912956189021906
temperature-level1000,6,2.662851982978892,1.001005930360113,0.9977178148121303
temperature-level1000,7,2.522699782485026,1.0010582649955384,0.9934105033893287
temperature-level1000,8,2.4368968680457597,1.0011621170216123,0.9965208967096719
temperature-level1000,9,2.2303672795429117,1.0011662579067218,0.9995003805421921
temperature-level1000,10,1.9654102400887428,1.0008393378643639,0.9940382297691167
temperature-level1000,11,1.8662789668570972,1.0007003782533745,1.004392523429442
temperature-level1000,12,1.7005561291216442,1.0006588505735226,1.0034348070572552
temperature-level1000,13,1.5628793951200224,1.00054699268275,1.0043788819009227
temperature-level1000,14,1.3917710224017519,1.0004585747297785,0.9998055109069773
temperature-level1000,15,1.1628984283515102,1.0002350513022835,0.9964378738774116
temperature-level1000,16,1.0,1.0,1.0
temperature-level150,-12,4.58801565646863,0.9999416410913333,0.9987083453856597
temperature-level150,-6,2.9138122786704024,0.9999397372263654,0.998623223594471
temperature-level150,0,3.0790743925811705,0.9994746066700468,0.9158274558633818
temperature-level150,1,3.071538848222468,0.9998348742175035,0.9201542157409689
temperature-level150,2,3.0777291992740237,0.9999817375372686,0.9202031877535665
temperature-level150,3,2.9848534550970602,0.9998393505611316,0.9239103094763806
temperature-level150,4,2.9589795641681484,0.9995478148613424,0.926586466105643
temperature-level150,5,2.9294532974623118,0.9996655524888528,0.9329790277474889
temperature-level150,6,2.80944267120765,1.0000546137784119,0.9375216797236626
temperature-level150,7,2.6995808818986524,0.9998452413629655,0.9419268618351336
temperature-level150,8,2.5512351978147643,1.0001261864732547,0.9469871986754944
temperature-level150,9,2.375392046625942,1.000201438654608,0.9625536521702283
temperature-level150,10,2.1509086830887982,0.9996182020409693,0.9861256552847166
temperature-level150,11,2.08607262366933,0.9992578560352455,0.9909517866666021
temperature-level150,12,1.7526323684034792,1.0001648036519022,1.0089669233309682
temperature-level150,13,1.8053330400899907,1.0013981790486386,1.0145025214377212
temperature-level150,14,1.4679327992787796,1.000385637062454,1.0101778260657406
temperature-level150,15,1.1018231846288529,1.000406249934545,1.0014606926726388
temperature-level150,16,1.0,1.0,1.0
temperature-level200,-12,6.341120473547111,0.9999749470914635,1.0004751404725793
temperature-level200,-6,3.941458250996506,0.9999741846627493,1.000486734736224
temperature-level200,0,3.826386329468967,0.9993050915697549,0.962949149808626
temperature-level200,1,3.6792035603331055,0.9992859532655436,0.9715780469716734
temperature-level200,2,3.6178215971153973,0.9999061024655516,0.9742256208973077
temperature-level200,3,3.424708278135485,1.0004179650044769,0.9746606285859178
temperature-level200,4,3.2314567850374933,0.9999497444321392,0.9708117695323722
temperature-level200,5,3.1823496454428324,1.000125744599278,0.96667888312764
temperature-level200,6,3.0131218479101363,1.0002302255463338,0.9720781620256902
temperature-level200,7,3.0019934473366052,1.0009093505026552,0.9700214009022097
temperature-level200,8,2.7871994592041167,1.0006060039641953,0.9730482698473552
temperature-level200,9,2.651621295789303,1.000855495110107,0.9841983636088715
temperature-level200,10,2.362783752240994,1.0003016634854704,0.9934892815787801
temperature-level200,11,2.1762653520007356,1.0006882842250233,1.0031186340458504
temperature-level200,12,2.0463529766438344,1.0010912513114543,1.0266340673921552
temperature-level200,13,1.5476532214487704,1.0002703215236664,1.0256440192696639
temperature-level200,14,1.3988664529733827,1.0006030089964228,1.0165819496795248
temperature-level200,15,1.0589162940899615,1.000125107546664,1.003742650674994
temperature-level200,16,1.0,1.0,1.0
temperature-level250,-12,6.452584213088904,0.9999947010439861,1.0023941498758584
temperature-level250,-6,4.183228945896415,0.9999952876437636,1.0023066477543243
temperature-level250,0,4.04046388755458,0.9984817492013943,0.9500828702987475
temperature-level250,1,3.884327080665889,0.9993575348835484,0.9526520281967046
temperature-level250,2,3.8215873996281178,0.9993602146600646,0.9590842904574565
temperature-level250,3,3.58205138521661,0.999727056206949,0.9648376862790905
temperature-level250,4,3.4039452993150205,0.9995746314417319,0.9576394154220124
temperature-level250,5,3.308617653633189,0.9998479264348414,0.9557702316780375
temperature-level250,6,3.1117918024916134,0.999824931460913,0.9560738808755297
temperature-level250,7,3.0162242347174315,0.9999906079780245,0.9584811382303051
temperature-level250,8,2.824317329792142,0.9999050400160745,0.9639610623422974
temperature-level250,9,2.623428622261585,0.9997914313934554,0.9705073414208717
temperature-level250,10,2.5970163604597407,1.000588862316361,0.9792952763320769
temperature-level250,11,2.363005461721122,1.000369753815213,0.9828897453262495
temperature-level250,12,1.9050540515280676,0.9996343872312056,0.9738621249350704
temperature-level250,13,1.549685498843765,0.9999842816398945,0.9653987239590875
temperature-level250,14,1.4105602748343202,1.000054434555144,0.9966941215225847
temperature-level250,15,1.1241123555757389,0.999939850001593,1.0065948343852018
temperature-level250,16,1.0,1.0,1.0
temperature-level300,-12,5.818611000120263,0.9999755818606715,1.0020744241628825
temperature-level300,-6,3.8872870417605117,0.9999775058251639,1.0015592151076882
temperature-level300,0,3.6239414421275042,0.9988333959339415,1.0378544662058278
temperature-level300,1,3.62406566234344,0.9991760246683926,1.0400867546996162
temperature-level300,2,3.4988348557937896,0.9991925048753945,1.048329861209735
temperature-level300,3,3.3748699020037316,0.9995292017165721,1.0393491312058738
temperature-level300,4,3.2618599701336946,0.9996966050941922,1.0382783941495584
temperature-level300,5,3.1792057993090266,0.9997122076049618,1.0210215581755928
temperature-level300,6,2.989637366954402,0.9994567985485714,1.018002798670835
temperature-level300,7,2.7944142665293947,0.9997455762487104,1.0266513186771469
temperature-level300,8,2.5314707906079508,0.9998947736649001,1.0052885921343782
temperature-level300,9,2.385782710351118,0.9999863443434058,1.002338513019459
temperature-level300,10,2.3308610544891684,1.0001591465856252,0.9947565500202393
temperature-level300,11,2.067233196074765,1.0000176682362671,0.9873526921238361
temperature-level300,12,1.873547643383202,0.9995610326022332,0.9835937161255467
temperature-level300,13,1.4473693545326634,0.9999814921865746,0.9728074904404209
temperature-level300,14,1.4351165449955252,0.9998116992081213,0.973441533350509
temperature-level300,15,1.1019167820660347,0.9996064209285974,0.9991312602415214
temperature-level300,16,1.0,1.0,1.0
temperature-level400,-12,6.733130264327346,0.9999194402401184,0.9996038024111898
temperature-level400,-6,4.277661422572774,0.9999212939803293,0.9992032114424417
temperature-level400,0,3.857067742106994,0.9999956939509742,0.9794109478621352
temperature-level400,1,3.775405074911073,0.9998345068321218,0.9681201787105389
temperature-level400,2,3.7530505218401973,0.9998023148449349,0.9710036505311602
temperature-level400,3,3.4577529244524325,0.999850670769478,0.9754919440045292
temperature-level400,4,3.2201172023465494,1.0001641926717069,0.980551702187217
temperature-level400,5,3.0779281427615772,0.9999743020922529,0.9872528002662269
temperature-level400,6,2.790833750223787,1.0000531569677884,0.9903855590981868
temperature-level400,7,2.579497710820254,0.9998791705711296,0.9941054558175925
temperature-level400,8,2.1440900745554634,1.0001643032257292,0.9865185598613004
temperature-level400,9,1.9917018728147327,1.0003482800266517,0.9891315603653825
temperature-level400,10,1.9264940319484545,1.000132056478541,0.9994791962954557
temperature-level400,11,1.8034990109952946,1.0002942049779322,0.998074208629147
temperature-level400,12,1.6078593183701029,1.0000981566341984,0.9974294687119303
temperature-level400,13,1.346453261094867,0.9996714150044663,1.000922271782362
temperature-level400,14,1.3065670909963982,0.999545849244799,1.0018746876701181
temperature-level400,15,1.0581613848253584,0.9997194462465795,1.001606615645962
temperature-level400,16,1.0,1.0,1.0
temperature-level50,-12,2.5029087256408653,1.0001891944500259,1.0060316819460875
temperature-level50,-6,1.9853248847212865,1.000187726701794,1.0057755014809866
temperature-level50,0,2.791872102457929,1.000848190848122,0.885343678769559
temperature-level50,1,2.798809170756547,1.0001370694212892,0.8379337699399154
temperature-level50,2,2.90558900812248,0.9991106609153484,0.821502169531566
temperature-level50,3,2.9489540750983814,0.9988420500563658,0.8378552553142594
temperature-level50,4,3.0767865016647096,0.998273149459632,0.8356616904889985
temperature-level50,5,3.0409748816962296,0.9986916272112277,0.8347685147666142
temperature-level50,6,3.058669991601688,0.9979899947384585,0.8285099239927842
temperature-level50,7,3.0426454347878273,0.998255065626626,0.8328363279026632
temperature-level50,8,2.998468723170469,0.9985902154584818,0.8348214273904119
temperature-level50,9,3.03560256210643,0.9983774246911965,0.8546551475627437
temperature-level50,10,2.64271527152195,0.9988483601644187,0.8686862138454399
temperature-level50,11,2.5912972224597532,0.9989929584159348,0.8562939191146012
temperature-level50,12,2.374638875051127,0.9996205759018343,0.8797403902660771
temperature-level50,13,2.472240094040743,0.998802169853612,0.9789645119893551
temperature-level50,14,2.5234837142153133,0.9989067992500854,1.0410810967569204
temperature-level50,15,2.344233613652263,0.9987491069665805,1.0406829454064368
temperature-level50,16,1.0,1.0,1.0
temperature-level500,-12,7.27735165412308,0.9998807105455813,0.997972242104887
temperature-level500,-6,4.595742775951171,0.9998826083116349,0.9975718158961043
temperature-level500,0,4.427456386473608,0.9998151098709733,0.9568534543206646
temperature-level500,1,4.309443249521091,0.9997510864119475,0.969243767971694
temperature-level500,2,4.265226896807371,0.9996860587677191,0.9729062524920602
temperature-level500,3,3.6579959973209326,1.0000645320492718,0.9719651470107789
temperature-level500,4,3.37029965016968,0.9999600613502381,0.9747869998026951
temperature-level500,5,3.1268103128102243,0.99950832252487,0.9804529190416637
temperature-level500,6,2.9073220345360897,1.0000434179631608,0.9816398522850444
temperature-level500,7,2.633835247371369,1.0002945655033406,0.9837852197460694
temperature-level500,8,2.11821269023668,0.9998334475444487,0.9905410898960684
temperature-level500,9,1.9437809176330396,0.999859785571872,1.000257961839942
temperature-level500,10,1.8781495697036552,0.9999271876823727,0.9956033668943244
temperature-level500,11,1.6694216425417296,0.9998316275851118,1.0034509375608551
temperature-level500,12,1.4402704794680887,0.9998901296550906,0.999575092019032
temperature-level500,13,1.2924942653522715,0.9996902635483048,0.9987104075972184
temperature-level500,14,1.1986053814717612,0.9999054017191731,0.9977641013925759
temperature-level500,15,1.0762715173449708,0.999893922546885,1.0002910089641146
temperature-level500,16,1.0,1.0,1.0
temperature-level600,-12,6.742417722764814,0.9999236113995487,0.9986393762133647
temperature-level600,-6,4.2591308437540745,0.9999253762909198,0.9983042395589184
temperature-level600,0,4.228053159856489,1.0009260585084363,0.9606179331221272
temperature-level600,1,3.989607790418866,1.0006343422105608,0.9600800437731054
temperature-level600,2,3.8713517702895186,1.0006609094166643,0.9679872310183122
temperature-level600,3,3.486996181943351,1.0006679610692715,0.9718540897769231
temperature-level600,4,3.1727345698889162,1.0006852170566671,0.9705730498543267
temperature-level600,5,3.0038098903498187,1.0005185115130615,0.9821956880580054
temperature-level600,6,2.6987114289468885,1.0003801673205979,0.9817581568219164
temperature-level600,7,2.4417733138614874,1.0006444484736263,0.9872306296800772
temperature-level600,8,2.059890696680899,1.00041808918605,0.9941696977678031
temperature-level600,9,1.9121077420098629,1.0004062682264314,0.9999887387235128
temperature-level600,10,1.8370012099001252,1.000338724784202,0.9931505927888331
temperature-level600,11,1.7118994618750498,1.0003435671454552,0.9974421624799855
temperature-level600,12,1.4585430565344097,1.0000265767974699,0.9959165544854396
temperature-level600,13,1.3381504950152139,0.9998337573996858,0.9981397735846599
temperature-level600,14,1.1111230786965474,0.9999384888878987,1.0001238784585713
temperature-level600,15,1.0558467568231926,1.0000059311412113,1.001148088696336
temperature-level600,16,1.0,1.0,1.0
temperature-level700,-12,6.127859709702057,0.999963228896922,0.9988421799599311
temperature-level700,-6,3.8795437977351175,0.9999644500964772,0.9986645860059953
temperature-level700,0,4.136905892492538,1.0012735034267595,0.9584333413781916
temperature-level700,1,3.7253619159958236,1.00053069219072,0.9619657961295056
temperature-level700,2,3.4157499809973717,1.0002360376182629,0.9684963205733543
