variable,step,rmse,mae,cvrmse,pred_mean,pred_std,pred_cv,truth_mean,truth_std,truth_cv,count
geopotential-level250,5,215.533443076814,160.09322058272687,0.0021267156136452,101360.90712221748,473.3617441010108,0.0046700622314897,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,6,188.180442230388,140.41136080075617,0.0018568175729991,101358.89370719178,474.7566931274337,0.004683917471504,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,7,158.31867021641702,118.129686919957,0.0015621649386485,101365.15414704624,476.956192942007,0.0047053269632491,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,8,123.65084220134916,93.78366463543618,0.0012200898987925,101364.35494434932,477.465035086096,0.0047103839939417,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,9,100.49850016371514,77.33033810445707,0.0009916406771729,101360.66791523973,479.3050768351159,0.004728708745644,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,10,87.02997223060433,66.54851038945864,0.0008587437668871,101357.7109000428,479.84890879246313,0.0047342121732177,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,11,73.21030838298441,56.325993517000384,0.0007223821217498,101359.63563784248,480.192354526531,0.0047375106619587,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,12,56.96387429725832,42.467815195371024,0.00056207500401,101345.426369863,479.9598027504396,0.0047358802458318,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,13,46.25152804921195,35.48452414290546,0.0004563739411064,101337.74463827055,478.6717694202255,0.0047235289390825,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,14,45.15558908032647,34.83088089537947,0.0004455600716509,101334.90333904108,478.0023693879911,0.0047170555616825,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,15,38.54034373193524,29.493822906441885,0.0003802859992393,101332.92047303084,480.0989618607596,0.0047378380058486,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level250,16,33.67296555338253,25.402522358829028,0.0003322585143995,101346.83580372432,480.4443668030076,0.0047405956287917,101345.68143193494,480.2880626510265,0.0047391073390097,1460.0
geopotential-level300,-12,575.2989059952208,,,89525.82464148116,454.7422823101628,,,,,
geopotential-level300,-6,331.6044848454993,,,89525.83032962329,454.7366865179484,,,,,
geopotential-level300,0,331.06382154858926,230.74422034694723,0.0036979692155928,89596.0989833048,437.1897252733097,0.004879562059446,89525.8457405822,454.72131540197296,0.0050792183155645,1460.0
geopotential-level300,1,313.9576721904181,219.70562845517512,0.0035068942336514,89571.4650791952,438.8438558987866,0.0048993711949534,89525.8457405822,454.72131540197296,0.0050792183155645,1460.0
geopotential-level300,2,298.45628164292174,210.17229079155072,0.0033337443413576,89553.03494755994,440.22164924377984,0.0049157647141893,89525.8457405822,454.72131540197296,0.0050792183155645,1460.0
geopotential-level300,3,261.29392240012123,184.6436444948797,0.0029186423232154,89551.4422249572,441.8363576694636,0.0049338832149632,89525.8457405822,454.72131540197296,0.0050792183155645,1460.0
geopotential-level300,4,239.4143068674759,170.0001481356686,0.0026742479212229,89558.42280607877,443.400148318958,0.0049509597693458,89525.8457405822,454.72131540197296,0.0050792183155645,1460.0
geopotential-level300,5,219.96032181910573,158.21433926412504,0.0024569477115746,89542.72772367294,445.3597663642393,0.0049737123012223,89525.8457405822,454.72131540197296,0.0050792183155645,1460.0
